question_text,summary,example,constraints,leetcode_link,title,category,solution
What are the time and space complexities of the backtracking approach for generating combinations?,Time and space complexity analysis,"Input: n = 5, k = 3; Output: O(C(5, 3) * 3)",n and k are non-negative integers.,https://leetcode.com/problems/Combinations/,Combinations,Backtracking,"['class Solution:\n    def combine(self, n: int, k: int) -> list[list[int]]:\n        res: list[list[int]] = []\n\n        def backtrack(start: int, curr_combo: list[int]):\n            if len(curr_combo) == k:\n                res.append(curr_combo[:])\n                return\n            for i in range(start, n + 1):\n                curr_combo.append(i)\n                backtrack(i + 1, curr_combo)\n                curr_combo.pop()\n\n        backtrack(1, [])\n        return res', 's = Solution()\n\ntest_cases = [\n    (4, 2),  # Example 1 from the problem statement\n    (1, 1),  # Example 2 from the problem statement\n    (5, 3),  # Larger n and moderate k\n    (3, 3),  # n equals k\n    (5, 0)   # k is zero, should return empty combination\n]\n\n# Run test cases\nresults = [s.combine(n, k) for n, k in test_cases]\nresults']"
"Given an array nums of distinct integers, return all the possible permutations.",Generate all permutations,"Input: nums = [1,2,3] Output: [[1,2,3],[1,3,2],[2,1,3],[2,3,1],[3,1,2],[3,2,1]]",1 <= nums.length <= 6; -10 <= nums[i] <= 10; All integers in nums are unique.,https://leetcode.com/problems/Permutations/,Permutations,Backtracking,"['class Solution:\n    def permute(self, nums: list[int]) -> list[list[int]]:\n        res: list[list[int]] = []\n\n        def backtrack(start: int, end: int):\n            if start == end:\n                res.append(nums[:])\n                return\n            for i in range(start, end):\n                # swap to generate a new permutation\n                nums[start], nums[i] = nums[i], nums[start]\n                # recursively generate the rest of the permutation\n                backtrack(start + 1, end)\n                # swap back to the original list\n                nums[start], nums[i] = nums[i], nums[start]\n\n        res = []\n        backtrack(0, len(nums))\n        return res', 's = Solution()\n\n# Example usages:\nnums1 = [1, 2, 3]\nprint(s.permute(nums1))\n\nnums2 = [0, 1]\nprint(s.permute(nums2))\n\nnums3 = [1]\nprint(s.permute(nums3))']"
"Given an array of distinct integers 'candidates' and a target integer 'target', return a list of all unique combinations of 'candidates' where the chosen numbers sum to 'target'. The same number may be chosen multiple times.",Find unique combinations summing to target,"Input: candidates = [2,3,6,7], target = 7; Output: [[2,2,3],[7]]",1 <= candidates.length <= 30; 2 <= candidates[i] <= 40; All elements of candidates are distinct; 1 <= target <= 40,https://leetcode.com/problems/Combination-Sum/,Combination Sum,Backtracking,"['class Solution:\n    def combinationSum(self, candidates: list[int], target: int) -> list[list[int]]:\n        res: list[list[int]] = []\n\n        def backtrack(start: int, target: int, path: list[int]):\n            if target == 0:\n                res.append(path[:])\n                return\n\n            if target < 0:\n                return\n\n            for i in range(start, len(candidates)):\n                path.append(candidates[i])\n                backtrack(i, target - candidates[i], path)\n                path.pop()\n\n        backtrack(0, target, [])\n        return res', '# Test cases\n\ns = Solution()\n\ncandidates1 = [2, 3, 6, 7]\ntarget1 = 7\nprint(s.combinationSum(candidates1, target1))  # Output: [[2,2,3],[7]]\n\ncandidates2 = [2, 3, 5]\ntarget2 = 8\nprint(s.combinationSum(candidates2, target2))  # Output: [[2,2,2,2],[2,3,3],[3,5]]\n\ncandidates3 = [2]\ntarget3 = 1\nprint(s.combinationSum(candidates3, target3))  # Output: []']"
"Given an integer n, return the number of distinct solutions to the n-queens puzzle where n queens are placed on an n x n chessboard such that no two queens attack each other.",Count distinct N-Queens solutions,"Input: n = 4, Output: 2; Input: n = 1, Output: 1",1 <= n <= 9,https://leetcode.com/problems/N-Queens-II/,N-Queens II,Backtracking,"['class Solution:\n    def totalNQueens(self, n: int) -> int:\n        def solve(row: int, cols: set[int], diags1: set[int], diags2: set[int]) -> int:\n            # base: if all queens are placed, return 1 (count towards the solution)\n            if row == n:\n                return 1\n            # count the number of solutions\n            count = 0\n            \n            for col in range(n):\n                # count the diagonals\n                d1 = row - col  # diagonal\n                d2 = row + col  # anti-diagonal\n                \n                # Check if the column or diagonals are not under attack\n                if col in cols or d1 in diags1 or d2 in diags2:\n                    # Skip the current column if under attack\n                    continue\n                \n                 # Place the queen by adding the column and diagonal indices to the sets\n                cols.add(col)\n                diags1.add(d1)\n                diags2.add(d2)\n                \n                # Recurse to place the next queen\n                count += solve(row + 1, cols, diags1, diags2)\n                \n                # Backtrack: Remove the queen and clear the attacks from sets\n                cols.remove(col)\n                diags1.remove(d1)\n                diags2.remove(d2)\n                \n            return count\n        \n        return solve(0, set(), set(), set())\n        ', '# Example usage\nsolution = Solution()\n\nres: list[int] = []\n\nfor i in range(1, 10):\n    res.append(solution.totalNQueens(i))\n\nres']"
"Given n pairs of parentheses, write a function to generate all combinations of well-formed parentheses.",Generate well-formed parentheses,"Input: n = 3; Output: [""((()))"",""(()())"",""(())()"",""()(())"",""()()()""]. Input: n = 1; Output: [""()""].",1 <= n <= 8,https://leetcode.com/problems/Generate-Parentheses/,Generate Parentheses,Backtracking,"[""class Solution:\n    def generateParenthesis(self, n: int) -> list[str]:\n        res: list[str] = []\n\n        def backtrack(curr: str, open: int, close: int):\n            # base case: When the length of the string reaches 2n (since each pair contributes two characters),\n            # a valid combination has been formed.\n            if len(curr) == 2 * n:\n                res.append(curr)\n                return\n\n            # If the number of open brackets is less than n, we can add an open bracket.\n            if open < n:\n                backtrack(curr + '(', open + 1, close)\n\n            # If the number of close brackets is less than the number of open brackets, we can add a close bracket.\n            if close < open:\n                backtrack(curr + ')', open, close + 1)\n\n        backtrack('', 0, 0)\n        return res"", '# Testing the function with n = 3 and n = 1\n\ns = Solution()\n\ngenerate_parentheses_3 = s.generateParenthesis(3)\ngenerate_parentheses_1 = s.generateParenthesis(1)\n\ngenerate_parentheses_3, generate_parentheses_1']"
What is the time and space complexity of the algorithm for searching words in an m x n grid?,Time and space complexity analysis,"Input: m = 3, n = 4, word = 'test'; Output: Time complexity O(m * n * 4^l), Space complexity O(l)","Grid size m x n, word length l",https://leetcode.com/problems/Word-Search/,Word Search,Backtracking,"[""class Solution:\n    def exist(self, board: list[list[str]], word: str) -> bool:\n        def dfs(index: int, x: int, y: int) -> bool:\n            # Base case: If the index is equal to the length of the word, then we have found the word\n            if index == len(word):\n                return True\n            \n            # If the current cell is out of bounds or does not match the current character, return False\n            if x < 0 or x >= len(board) or y < 0 or y >= len(board[0]):\n                return False\n            \n            # If the current cell does not match the current character, return False\n            if board[x][y] != word[index]:\n                return False\n            \n            # Store the current character in a temporary variable\n            temp = board[x][y]\n            \n            # Mark the current cell as visited\n            board[x][y] = ''\n            \n            # Recursively search for the next character in the word in the adjacent cells\n            for dx, dy in ((0, 1), (0, -1), (1, 0), (-1, 0)):\n                if dfs(index + 1, x + dx, y + dy):\n                    return True\n                \n            # Restore the current cell to its original value\n            board[x][y] = temp\n            \n            # If the word is not found, return False\n            return False\n        \n        # Iterate through the board and search for the first character of the word\n        for i in range(len(board)):\n            for j in range(len(board[0])):\n                # Start the search from each cell that matches the first letter of the word\n                if board[i][j] == word[0]:\n                    if dfs(0, i, j):\n                        return True\n                    \n        # If the word is not found, return False\n        return False"", 's = Solution()\n\ntest_boards = [\n    ([[""A"", ""B"", ""C"", ""E""], [""S"", ""F"", ""C"", ""S""], [""A"", ""D"", ""E"", ""E""]], ""ABCCED""),\n    ([[""A"", ""B"", ""C"", ""E""], [""S"", ""F"", ""C"", ""S""], [""A"", ""D"", ""E"", ""E""]], ""ABCB""),\n    ([[""A"", ""B"", ""C"", ""E""], [""S"", ""F"", ""C"", ""S""], [""A"", ""D"", ""E"", ""E""]], ""SEE""),\n    ([[""A"", ""B"", ""C"", ""E""], [""S"", ""F"", ""C"", ""S""], [""A"", ""D"", ""E"", ""E""]], ""XYZ""),\n    ([[""A"", ""B"", ""C"", ""E""], [""S"", ""F"", ""E"", ""S""], [""A"", ""D"", ""E"", ""E""]], ""ABCESEEEFS""),\n    ([[""A"", ""B"", ""C""], [""D"", ""E"", ""F""], [""G"", ""H"", ""I""]], ""G""),\n    ([[""A"", ""B"", ""C""], [""D"", ""E"", ""F""], [""G"", ""H"", ""I""]], ""Z""),\n    ([[""A"", ""B""], [""C"", ""D""]], ""ABCD""),\n]\n\n# Running the test cases\nfor board, word in test_boards:\n    print(f""Testing word \'{word}\' in board: Result is {s.exist(board, word)}"")']"
"Given an integer array `nums` sorted in ascending order, convert it to a height-balanced binary search tree.",Convert sorted array to BST,"Input: nums = [-10,-3,0,5,9] Output: [0,-3,9,-10,null,5]",1 <= nums.length <= 104; -104 <= nums[i] <= 104; nums is sorted in strictly increasing order.,https://leetcode.com/problems/Convert-Sorted-Array-to-Sorted-Binary-Search-Tree/,Convert Sorted Array to Sorted Binary Search Tree,Divide and Conquer,"['from __future__ import annotations\nfrom typing import Optional\nfrom collections import deque', 'class TreeNode:\n    def __init__(\n        self,\n        val: Optional[int] = 0,\n        left: Optional[""TreeNode""] = None,\n        right: Optional[""TreeNode""] = None,\n    ):\n        self.val = val\n        self.left = left\n        self.right = right\n\n    @staticmethod\n    def from_list(values: list[Optional[int]]) -> Optional[""TreeNode""]:\n        if not values:\n            return None\n\n        root = TreeNode(val=values[0])\n        queue: deque[TreeNode] = deque([root])\n        i = 1\n\n        while queue and i < len(values):\n            current_node = queue.popleft()\n\n            if values[i] is not None:\n                current_node.left = TreeNode(val=values[i])\n                queue.append(current_node.left)\n            i += 1\n\n            if i < len(values) and values[i] is not None:\n                current_node.right = TreeNode(val=values[i])\n                queue.append(current_node.right)\n            i += 1\n\n        return root\n\n    def print_level_order(self) -> list[list[Optional[int]]]:\n        queue: deque[tuple[TreeNode, int]] = deque([(self, 0)])\n        result = []\n        current_level = []\n        level_number = 0\n\n        while queue:\n            current_node, node_level = queue.popleft()\n\n            if node_level > level_number:\n                result.append(current_level)\n                current_level = []\n                level_number = node_level\n\n            current_level.append(current_node.val)\n            if current_node.left is not None:\n                queue.append((current_node.left, node_level + 1))\n            if current_node.right is not None:\n                queue.append((current_node.right, node_level + 1))\n\n        if current_level:\n            result.append(current_level)\n\n        return result\n    \n    def inorder_traversal(self) -> list[int]:\n        result = []\n        stack = []\n        current = self\n\n        while current or stack:\n            while current:\n                stack.append(current)\n                current = current.left\n\n            current = stack.pop()\n            result.append(current.val)\n            current = current.right\n\n        return result', 'class Solution:\n    def sortedArrayToBST(self, nums: list[int]) -> Optional[TreeNode]:\n        if not nums:\n            return None\n\n        mid = len(nums) // 2\n\n        root = TreeNode(nums[mid])\n        root.left = self.sortedArrayToBST(nums[:mid])\n        root.right = self.sortedArrayToBST(nums[mid + 1:])\n\n        return root', 's = Solution()\n\nnums1 = [-10, -3, 0, 5, 9]\nnums2 = [1, 3]\n\nroot1 = s.sortedArrayToBST(nums1)\nroot2 = s.sortedArrayToBST(nums2)\n\nprint(""Example 1 Output:"", root1.inorder_traversal() if root1 else None)\nprint(""Example 2 Output:"", root2.inorder_traversal() if root2 else None)']"
What is the time and space complexity of the merge sort algorithm on a linked list?,Merge sort complexity analysis,"Input: Linked list of n nodes; Output: Time complexity O(n log n), Space complexity O(1) or O(log n)",n is the number of nodes in the linked list,https://leetcode.com/problems/Sort-List/,Sort List,Divide and Conquer,"['from __future__ import annotations\nfrom typing import Optional', '# Definition for singly-linked list.\nclass ListNode:\n    def __init__(self, val: int = 0, next: Optional[ListNode] = None):\n        self.val = val\n        self.next = next\n\n    @staticmethod\n    def from_list(l: list[int]) -> ListNode | None:\n        if not l:  # Check if the list is empty\n            return None  # Return None if the list is empty\n        head = ListNode(l[0])\n        current = head\n        for i in l[1:]:\n            current.next = ListNode(i)\n            current = current.next\n        return head\n\n    def to_list(self) -> list[int]:\n        l = [self.val]\n        current = self\n        while current.next:\n            current = current.next\n            l.append(current.val)\n        return l\n\n    def print(self) -> None:\n        print(self.to_list())', 'class Solution:\n    def sortList(self, head: Optional[ListNode]) -> Optional[ListNode]:\n        if not head or not head.next:\n            return head\n\n        # split the list into two halves\n        prev, slow, fast = None, head, head\n\n        while fast and fast.next:\n            prev = slow\n            slow = slow.next\n            fast = fast.next.next\n\n        # cut the list into two halves by setting the previous node of the first half to None\n        prev.next = None\n\n        # sort the two halves\n        left = self.sortList(head)\n        right = self.sortList(slow)\n\n        return self.merge(left, right)\n\n    def merge(\n        self, left: Optional[ListNode], right: Optional[ListNode]\n    ) -> Optional[ListNode]:\n        dummy = ListNode()\n        current = dummy\n\n        while left and right:\n            if left.val < right.val:\n                current.next = left\n                left = left.next\n            else:\n                current.next = right\n                right = right.next\n            current = current.next\n\n        current.next = left or right\n\n        return dummy.next', '# Test cases\ns = Solution()\n\nhead = ListNode.from_list([4, 2, 1, 3])\nsorted_head = s.sortList(head)\nprint(sorted_head.to_list() if sorted_head else [])  # Output: [1, 2, 3, 4]\n\nhead = ListNode.from_list([-1, 5, 3, 4, 0])\nsorted_head = s.sortList(head)\nprint(sorted_head.to_list() if sorted_head else [])  # Output: [-1, 0, 3, 4, 5]\n\nhead = ListNode.from_list([])\nsorted_head = s.sortList(head)\nprint(sorted_head.to_list() if sorted_head else [])  # Output: []']"
"Given a n * n matrix grid of 0's and 1's, return the root of the Quad-Tree representing grid.",Construct Quad Tree from grid,"Input: grid = [[0,1],[1,0]]; Output: [[0,1],[1,0],[1,1],[1,1],[1,0]]",n == grid.length == grid[i].length; n == 2^x where 0 <= x <= 6,https://leetcode.com/problems/Construct-Quad-Tree/,Construct Quad Tree,Divide and Conquer,"['class Node:\n    def __init__(self, val, isLeaf, topLeft, topRight, bottomLeft, bottomRight):\n        self.val = val\n        self.isLeaf = isLeaf\n        self.topLeft = topLeft\n        self.topRight = topRight\n        self.bottomLeft = bottomLeft\n        self.bottomRight = bottomRight', 'class Solution:\n    def construct(self, grid: list[list[int]]) -> ""Node"":\n        def build_tree(x, y, size):\n            if size == 1:\n                return Node(grid[x][y] == 1, True, None, None, None, None)\n            half = size // 2\n            topLeft = build_tree(x, y, half)\n            topRight = build_tree(x, y + half, half)\n            bottomLeft = build_tree(x + half, y, half)\n            bottomRight = build_tree(x + half, y + half, half)\n            \n            if (\n                topLeft.isLeaf\n                and topRight.isLeaf\n                and bottomLeft.isLeaf\n                and bottomRight.isLeaf\n                and topLeft.val == topRight.val == bottomLeft.val == bottomRight.val\n            ):\n                return Node(topLeft.val, True, None, None, None, None)\n            \n            return Node(True, False, topLeft, topRight, bottomLeft, bottomRight)\n        \n        return build_tree(0, 0, len(grid))', 'def serialize(node):\n    """"""Serialize the quad-tree into a list format for easier visualization.""""""\n    if not node:\n        return [""null""]\n    if node.isLeaf:\n        return [[1 if node.isLeaf else 0, 1 if node.val else 0]]\n    result = [[1 if node.isLeaf else 0, 1 if node.val else 0]]\n    children = (\n        serialize(node.topLeft)\n        + serialize(node.topRight)\n        + serialize(node.bottomLeft)\n        + serialize(node.bottomRight)\n    )\n    result.extend(children)\n    return result\n\n\ndef print_tree(node):\n    """"""Print the serialized quad-tree.""""""\n    serialized = serialize(node)\n    print(serialized)', '# Use the same tree from earlier example to print results\n\ns = Solution()\n\ngrid = [[1, 1, 1, 1, 0, 0, 0, 0], [1, 1, 1, 1, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1],\n        [1, 1, 1, 1, 0, 0, 0, 0], [1, 1, 1, 1, 0, 0, 0, 0], [1, 1, 1, 1, 0, 0, 0, 0], [1, 1, 1, 1, 0, 0, 0, 0]]\ntree = s.construct(grid)\nprint_tree(tree)']"
What are the time and space complexities of merging k sorted linked lists using a min-heap?,Complexity of merging k lists,Input: k sorted linked lists; Output: Merged sorted linked list,"k is the number of linked lists, n is the total number of elements across all lists.",https://leetcode.com/problems/Merge-K-Sorted-Lists/,Merge K Sorted Lists,Divide and Conquer,"['from __future__ import annotations\nfrom typing import Optional', '# Definition for singly-linked list.\nclass ListNode:\n    def __init__(self, val: int = 0, next: Optional[ListNode] = None):\n        self.val = val\n        self.next = next\n\n    @staticmethod\n    def from_list(l: list[int]) -> ListNode | None:\n        if not l:  # Check if the list is empty\n            return None  # Return None if the list is empty\n        head = ListNode(l[0])\n        current = head\n        for i in l[1:]:\n            current.next = ListNode(i)\n            current = current.next\n        return head\n\n    def to_list(self) -> list[int]:\n        l = [self.val]\n        current = self\n        while current.next:\n            current = current.next\n            l.append(current.val)\n        return l\n\n    def print(self) -> None:\n        print(self.to_list())', 'from heapq import heappop, heappush\n\n\nclass Solution:\n    def mergeKLists(self, lists: list[Optional[ListNode]]) -> Optional[ListNode]:\n        #  Initialize a heap\n        heap = []\n\n        for index, node in enumerate(lists):\n            if node:\n                heappush(heap, (node.val, index, node))\n\n        # Initialize a dummy node\n        dummy = ListNode(None)\n        current = dummy\n\n        while heap:\n            val, index, node = heappop(heap)\n            # Add the smallest element to the merged list\n            current.next = ListNode(val)\n            current = current.next\n\n            if node.next:\n                # Move to the next node in the list\n                heappush(heap, (node.next.val, index, node.next))\n\n        return dummy.next', '# Test case\nl1 = ListNode.from_list([1, 4, 5])\nl2 = ListNode.from_list([1, 3, 4])\nl3 = ListNode.from_list([2, 6])\nsol = Solution()\n\nsol.mergeKLists([l1, l2, l3]).print()  # [1, 1, 2, 3, 4, 4, 5, 6]']"
"Given an integer array nums, find the subarray with the largest sum, and return its sum.",Find maximum subarray sum,"Input: nums = [-2,1,-3,4,-1,2,1,-5,4] Output: 6; Input: nums = [1] Output: 1; Input: nums = [5,4,-1,7,8] Output: 23",1 <= nums.length <= 10^5; -10^4 <= nums[i] <= 10^4,https://leetcode.com/problems/Maximum-Subarray/,Maximum Subarray,Kadane’s Algorithm,"['class Solution:\n    def maxSubArray(self, nums: list[int]) -> int:\n        local_max = 0\n        global_max = -float(""inf"")\n\n        for num in nums:\n            local_max = max(num, num + local_max)\n            global_max = max(local_max, global_max)\n\n        return global_max', '# Test case\ns = Solution()\nnums = [-2, 1, -3, 4, -1, 2, 1, -5, 4]\nprint(s.maxSubArray(nums))  # Output: 6', ""def maxSubArray(nums):\n    def maxCrossingSum(nums, left, mid, right):\n        # Include at least one element from left half\n        sum_left = float('-inf')\n        current_sum = 0\n        for i in range(mid, left - 1, -1):\n            current_sum += nums[i]\n            if current_sum > sum_left:\n                sum_left = current_sum\n\n        # Include at least one element from right half\n        sum_right = float('-inf')\n        current_sum = 0\n        for i in range(mid + 1, right + 1):\n            current_sum += nums[i]\n            if current_sum > sum_right:\n                sum_right = current_sum\n\n        # Return sum of elements on left and right of mid\n        # as it's the maximum sum of subarray crossing mid\n        return sum_left + sum_right\n\n    def maxSubArrayRec(nums, left, right):\n        if left == right:  # Base case: only one element\n            return nums[left]\n\n        mid = (left + right) // 2\n        left_max = maxSubArrayRec(nums, left, mid)\n        right_max = maxSubArrayRec(nums, mid + 1, right)\n        cross_max = maxCrossingSum(nums, left, mid, right)\n\n        return max(left_max, right_max, cross_max)\n\n    return maxSubArrayRec(nums, 0, len(nums) - 1)\n\n\n# Example usage:\nnums = [-2, 1, -3, 4, -1, 2, 1, -5, 4]\nprint(maxSubArray(nums))  # Output: 6""]"
"Given a circular integer array `nums`, return the maximum possible sum of a non-empty subarray of `nums`.",Maximum sum circular subarray,"Input: nums = [1,-2,3,-2], Output: 3; Input: nums = [5,-3,5], Output: 10; Input: nums = [-3,-2,-3], Output: -2.",1 <= n <= 3 * 10^4; -3 * 10^4 <= nums[i] <= 3 * 10^4.,https://leetcode.com/problems/Maximum-Sum-Circular-Subarray/,Maximum Sum Circular Subarray,Kadane’s Algorithm,"[""class Solution:\n    def maxSubarraySumCircular(self, nums: list[int]) -> int:\n        def kadane(nums: list[int]) -> int:\n            max_sum = float('-inf')\n            current_sum = 0\n            for num in nums:\n                current_sum = max(num, current_sum + num)\n                max_sum = max(max_sum, current_sum)\n            return max_sum\n        \n        # step 1: find the max sum of non-circular subarray\n        max_kadane = kadane(nums)\n        \n        # step 2: find the total sum of the array and the min sum of non-circular subarray\n        total_sum = sum(nums)\n        \n        # invert the sign of each element in the array\n        nums_inverted = [-num for num in nums]\n        max_kadane_inverted = kadane(nums_inverted)\n        min_subarray_sum = -max_kadane_inverted\n        \n        # step 3: find the max sum of circular subarray\n        max_circular = total_sum - min_subarray_sum\n        \n        # step 4: handle the edge case\n        if max_circular == 0:\n            return max_kadane\n        \n        return max(max_kadane, max_circular)"", 's = Solution()\n\nprint(s.maxSubarraySumCircular([1, -2, 3, -2]))  # Output: 3\nprint(s.maxSubarraySumCircular([5, -3, 5]))      # Output: 10\nprint(s.maxSubarraySumCircular([-3, -2, -3]))    # Output: -2']"
"Given a sorted array of distinct integers and a target value, return the index if the target is found, or the index where it would be inserted in order, with O(log n) runtime complexity.",Search insert position,"Input: nums = [1,3,5,6], target = 5; Output: 2. Input: nums = [1,3,5,6], target = 2; Output: 1. Input: nums = [1,3,5,6], target = 7; Output: 4.",1 <= nums.length <= 10^4; -10^4 <= nums[i] <= 10^4; nums contains distinct values sorted in ascending order; -10^4 <= target <= 10^4.,https://leetcode.com/problems/Search-Insert-Position/,Search Insert Position,Binary Search,"['class Solution:\n    def searchInsert(self, nums: list[int], target: int) -> int:\n        left, right = 0, len(nums) - 1\n\n        while left <= right:\n            mid = (left + right) // 2\n\n            if nums[mid] == target:\n                return mid\n\n            if nums[mid] < target:\n                left = mid + 1\n\n            else:\n                right = mid - 1\n\n        return left', '# Test cases\n\ns = Solution()\n\nprint(s.searchInsert([1, 3, 5, 6], 5))  # Output: 2\nprint(s.searchInsert([1, 3, 5, 6], 2))  # Output: 1\nprint(s.searchInsert([1, 3, 5, 6], 7))  # Output: 4']"
"Given an m x n integer matrix with sorted rows and specific properties, determine if a target integer exists in the matrix, achieving O(log(m * n)) time complexity.",Search in 2D matrix,"Input: matrix = [[1,3,5,7],[10,11,16,20],[23,30,34,60]], target = 3; Output: true. Input: matrix = [[1,3,5,7],[10,11,16,20],[23,30,34,60]], target = 13; Output: false.","1 <= m, n <= 100; -10^4 <= matrix[i][j], target <= 10^4.",https://leetcode.com/problems/Search-a-2D-Matrix/,Search a 2D Matrix,Binary Search,"['class Solution:\n    def searchMatrix(self, matrix: list[list[int]], target: int) -> bool:\n        if not matrix or not matrix[0]:\n            return False\n\n        m, n = len(matrix), len(matrix[0])\n        left, right = 0, m * n - 1\n\n        while left <= right:\n            mid = (left + right) // 2\n            mid_value = matrix[mid // n][mid % n]\n\n            if mid_value == target:\n                return True\n            elif mid_value < target:\n                left = mid + 1\n            else:\n                right = mid - 1\n\n        return False', '# Test cases\ns = Solution()\n\nmatrix1 = [[1, 3, 5, 7], [10, 11, 16, 20], [23, 30, 34, 60]]\ntarget1 = 3\nprint(s.searchMatrix(matrix1, target1))  # Output: true\n\nmatrix2 = [[1, 3, 5, 7], [10, 11, 16, 20], [23, 30, 34, 60]]\ntarget2 = 13\nprint(s.searchMatrix(matrix2, target2))  # Output: false']"
"Given a 0-indexed integer array nums, find a peak element and return its index. A peak element is strictly greater than its neighbors. The algorithm must run in O(log n) time.",Find peak element index,"Input: nums = [1,2,3,1] Output: 2; Input: nums = [1,2,1,3,5,6,4] Output: 5",1 <= nums.length <= 1000; -2^31 <= nums[i] <= 2^31 - 1; nums[i] != nums[i + 1] for all valid i.,https://leetcode.com/problems/Find-Peak-Element/,Find Peak Element,Binary Search,"['class Solution:\n    def findPeakElement(self, nums: list[int]) -> int:\n        left, right = 0, len(nums) - 1\n\n        while left < right:\n            mid = (left + right) // 2\n\n            if nums[mid] > nums[mid + 1]:\n                right = mid\n            else:\n                left = mid + 1\n\n        return left', '# Test\ns = Solution()\n\n# Example 1\nnums1 = [1, 2, 3, 1]\nprint(s.findPeakElement(nums1))  # Output: 2\n\n# Example 2\nnums2 = [1, 2, 1, 3, 5, 6, 4]\nprint(s.findPeakElement(nums2))  # Output: 5']"
"Given a rotated sorted array and a target, find the index of the target or return -1 if not found.",Search in Rotated Array,"Input: nums = [4,5,6,7,0,1,2], target = 0; Output: 4. Input: nums = [4,5,6,7,0,1,2], target = 3; Output: -1. Input: nums = [1], target = 0; Output: -1.","1 <= nums.length <= 5000, -10^4 <= nums[i] <= 10^4, All values of nums are unique, -10^4 <= target <= 10^4.",https://leetcode.com/problems/Search-in-Rotated-Sorted-Array/,Search in Rotated Sorted Array,Binary Search,"['class Solution:\n    def search(self, nums: list[int], target: int) -> int:\n        left, right = 0, len(nums) - 1\n\n        while left <= right:\n            mid = (left + right) // 2\n\n            if nums[mid] == target:\n                return mid\n\n            # decide which part is sorted\n            if nums[left] <= nums[mid]:\n                # left part is sorted\n                if nums[left] <= target <= nums[mid]:\n                    right = mid - 1\n                else:\n                    left = mid + 1\n            else:\n                # right part is sorted\n                if nums[mid] <= target <= nums[right]:\n                    left = mid + 1\n                else:\n                    right = mid - 1\n\n        return -1', '# Test cases\n\ns = Solution()\n\nprint(s.search([4, 5, 6, 7, 0, 1, 2], 0))  # Output: 4\nprint(s.search([4, 5, 6, 7, 0, 1, 2], 3))  # Output: -1\nprint(s.search([1], 0))                    # Output: -1']"
"Given a sorted array of integers, find the starting and ending position of a target value. If the target is not found, return [-1, -1]. The algorithm must have O(log n) runtime complexity.",Find target positions in array,"Input: nums = [5,7,7,8,8,10], target = 8; Output: [3,4]. Input: nums = [5,7,7,8,8,10], target = 6; Output: [-1,-1]. Input: nums = [], target = 0; Output: [-1,-1].",0 <= nums.length <= 10^5; -10^9 <= nums[i] <= 10^9; nums is a non-decreasing array; -10^9 <= target <= 10^9.,https://leetcode.com/problems/Find-First-and-Last-Position-of-Element-in-Sorted-Array/,Find First and Last Position of Element in Sorted Array,Binary Search,"['class Solution:\n    def searchRange(self, nums: list[int], target: int) -> list[int]:\n        def find_left_most(nums: list[int], target: int) -> int:\n            left, right = 0, len(nums) - 1\n            while left <= right:\n                mid = left + (right - left) // 2\n                if nums[mid] < target:\n                    left = mid + 1\n                else:\n                    right = mid - 1\n            return left\n        \n        def find_right_most(nums: list[int], target: int) -> int:\n            left, right = 0, len(nums) - 1\n            while left <= right:\n                mid = left + (right - left) // 2\n                # the condition ensures even if nums[mid] == target, \n                # we still move right to find the last occurrence\n                if nums[mid] <= target:\n                    left = mid + 1\n                else:\n                    right = mid - 1\n            return right\n        \n        left_most = find_left_most(nums, target)\n        right_most = find_right_most(nums, target)\n        \n        # Check if the target is actually in the array\n        if left_most <= right_most and 0 <= left_most < len(nums) and nums[left_most] == target:\n            return [left_most, right_most]\n        else:\n            return [-1, -1]', '# Test cases\ns = Solution()\n\nprint(s.searchRange([5, 7, 7, 8, 8, 10], 8))  # Output: [3, 4]\nprint(s.searchRange([5, 7, 7, 8, 8, 10], 6))  # Output: [-1, -1]\nprint(s.searchRange([], 0))  # Output: [-1, -1]']"
"Given a sorted rotated array of unique elements, return the minimum element of this array. The algorithm must run in O(log n) time.",Find minimum in rotated array,"Input: nums = [3,4,5,1,2] Output: 1; Input: nums = [4,5,6,7,0,1,2] Output: 0; Input: nums = [11,13,15,17] Output: 11",1 <= n <= 5000; -5000 <= nums[i] <= 5000; All integers in nums are unique; nums is sorted and rotated between 1 and n times.,https://leetcode.com/problems/Find-Minimum-in-Rotated-Sorted-Array/,Find Minimum in Rotated Sorted Array,Binary Search,"['class Solution:\n    def findMin(self, nums: list[int]) -> int:\n        left, right = 0, len(nums) - 1\n\n        while left < right:\n            mid = (left + right) // 2\n\n            # if mid element is greater than right element, then the minimum element is in the right half\n            if nums[mid] > nums[right]:\n                left = mid + 1\n            # else the minimum element is in the left half\n            else:\n                right = mid\n\n        # when the loop ends, left == right, so return the element at that index\n        return nums[left]', '# Examples\ns = Solution()\n\nprint(s.findMin([3, 4, 5, 1, 2]))  # Output: 1\nprint(s.findMin([4, 5, 6, 7, 0, 1, 2]))  # Output: 0\nprint(s.findMin([11, 13, 15, 17]))  # Output: 11']"
